con,hip
Hya,42799.0
Hya,42402.0
Hya,42402.0
Hya,42313.0
Hya,42313.0
Hya,43109.0
Hya,43109.0
Hya,43234.0
Hya,43234.0
Hya,42799.0
Hya,43234.0
Hya,43813.0
Hya,43813.0
Hya,45336.0
Hya,45336.0
Hya,46776.0
Hya,46776.0
Hya,46509.0
Hya,46509.0
Hya,46390.0
Hya,46390.0
Hya,48356.0
Hya,48356.0
Hya,49841.0
Hya,49841.0
Hya,51069.0
Hya,51069.0
Hya,52943.0
Hya,52943.0
Hya,56343.0
Hya,56343.0
Hya,57936.0
Hya,57936.0
Hya,64166.0
Hya,64166.0
Hya,64962.0
