con,hip
Tau,25428.0
Tau,21881.0
Tau,21881.0
Tau,20889.0
Tau,21421.0
Tau,26451.0
Tau,20205.0
Tau,20455.0
Tau,20205.0
Tau,18724.0
Tau,18724.0
Tau,15900.0
Tau,21421.0
Tau,20889.0
Tau,21421.0
Tau,20894.0
Tau,20894.0
Tau,20205.0
Tau,20889.0
Tau,20648.0
Tau,20648.0
Tau,20455.0
Tau,20455.0
Tau,17847.0
