con,hip
Ser,77516.0
Ser,77622.0
Ser,77622.0
Ser,77070.0
Ser,77070.0
Ser,76276.0
Ser,76276.0
Ser,77233.0
Ser,77233.0
Ser,78072.0
Ser,78072.0
Ser,77450.0
Ser,77450.0
Ser,77233.0
Ser,92946.0
Ser,89962.0
Ser,89962.0
Ser,86565.0
Ser,86565.0
Ser,86263.0
Ser,86263.0
Ser,84880.0
