con,hip
PsA,113368.0
PsA,111954.0
PsA,111954.0
PsA,108661.0
PsA,108661.0
PsA,107608.0
PsA,107608.0
PsA,109422.0
PsA,109422.0
PsA,111188.0
PsA,111188.0
PsA,113246.0
