con,hip
Lyr,91262.0
Lyr,91971.0
Lyr,91971.0
Lyr,92420.0
Lyr,92420.0
Lyr,93194.0
Lyr,93194.0
Lyr,92791.0
Lyr,92791.0
Lyr,91971.0
