con,hip
Lup,77634.0
Lup,78970.0
Lup,78970.0
Lup,78384.0
Lup,78384.0
Lup,77634.0
Lup,78384.0
Lup,76297.0
Lup,76297.0
Lup,75141.0
Lup,75141.0
Lup,75177.0
Lup,75141.0
Lup,73273.0
Lup,76297.0
Lup,76552.0
Lup,76552.0
Lup,74395.0
Lup,74395.0
Lup,71860.0
Lup,74395.0
Lup,71536.0
Lup,71860.0
Lup,70576.0
Lup,71860.0
Lup,73273.0
