con,hip
Pav,100751.0
Pav,105858.0
Pav,105858.0
Pav,102395.0
Pav,102395.0
Pav,99240.0
Pav,99240.0
Pav,100751.0
Pav,99240.0
Pav,98495.0
Pav,98495.0
Pav,91792.0
Pav,91792.0
Pav,93015.0
Pav,93015.0
Pav,99240.0
Pav,93015.0
Pav,92609.0
Pav,92609.0
Pav,90098.0
Pav,90098.0
Pav,88866.0
Pav,88866.0
Pav,92609.0
Pav,88866.0
Pav,86929.0
