con,hip
Aql,98036.0
Aql,97649.0
Aql,97649.0
Aql,97278.0
Aql,97649.0
Aql,95501.0
Aql,95501.0
Aql,97804.0
Aql,99473.0
Aql,97804.0
Aql,95501.0
Aql,93747.0
Aql,93747.0
Aql,93244.0
Aql,95501.0
Aql,93805.0
