con,hip
Col,30277.0
Col,29807.0
Col,29807.0
Col,28199.0
Col,28199.0
Col,27628.0
Col,27628.0
Col,28328.0
Col,27628.0
Col,26634.0
Col,26634.0
Col,25859.0
