con,hip
Gem,31681.0
Gem,34088.0
Gem,34088.0
Gem,35550.0
Gem,35550.0
Gem,35350.0
Gem,35350.0
Gem,32362.0
Gem,35550.0
Gem,36962.0
Gem,36962.0
Gem,37740.0
Gem,36962.0
Gem,37826.0
Gem,36962.0
Gem,36046.0
Gem,36046.0
Gem,34693.0
Gem,34693.0
Gem,36850.0
Gem,34693.0
Gem,33018.0
Gem,34693.0
Gem,32246.0
Gem,32246.0
Gem,30883.0
Gem,32246.0
Gem,30343.0
Gem,30343.0
Gem,29655.0
Gem,29655.0
Gem,28734.0
