con,hip
Cet,10324.0
Cet,11484.0
Cet,8102.0
Cet,3419.0
Cet,3419.0
Cet,1562.0
Cet,3419.0
Cet,5364.0
Cet,5364.0
Cet,6537.0
Cet,6537.0
Cet,8645.0
Cet,8645.0
Cet,11345.0
Cet,11345.0
Cet,12390.0
Cet,12390.0
Cet,12770.0
Cet,12770.0
Cet,11783.0
Cet,11783.0
Cet,8102.0
Cet,12390.0
Cet,12387.0
Cet,12387.0
Cet,12706.0
Cet,12706.0
Cet,14135.0
Cet,14135.0
Cet,13954.0
Cet,13954.0
Cet,12828.0
Cet,12828.0
Cet,11484.0
Cet,11484.0
Cet,12093.0
Cet,12093.0
Cet,12706.0
